Gen	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175	t_n176	t_n177	t_n178	t_n179	t_n180	t_n181	t_n182	t_n183	t_n184	t_n185	t_n186	t_n187	t_n188	t_n189	t_n190	t_n191	t_n192	t_n193	t_n194	t_n195	t_n196	t_n197	t_n198	t_n199	mu	sigma2	lnL
2100	1.1921325	0.7872713	0.5926511	0.5110279	0.4279931	0.0535014	0.0788948	0.1998796	0.1332353	0.0502334	0.1502672	0.1183433	0.1352534	0.1252422	0.1186981	0.1096992	0.0435119	0.0353751	0.0940753	0.0896647	0.0219170	0.0622330	0.0539997	0.0437756	0.0990133	0.0670230	0.1957180	0.1552163	0.0919137	0.0307612	0.3667087	0.0911967	0.3421797	0.1656146	0.1094477	0.1526478	0.1198928	0.1091061	0.1010818	0.0582455	0.0315730	1.1916038	1.1352789	0.2418473	0.0645234	1.0660855	0.7725250	0.5703700	0.3161668	0.0801779	0.4154994	0.2501235	0.0863783	0.1929899	0.1131338	0.1552340	0.1117586	0.0649941	0.1501868	0.1006672	0.0996382	0.0229364	0.1184617	0.0341962	0.6364329	0.5092059	0.4413129	0.1737045	0.4354845	0.1983578	0.1269993	0.2780644	0.1992159	0.1075797	0.0653974	0.1774452	0.1550720	0.1321695	0.0451128	0.1257517	0.0602711	0.1749891	1.1266914	0.1871105	0.1009149	0.0320573	0.9110171	0.4892303	0.0944536	0.0497802	0.7873413	0.7628853	0.0266950	0.7286652	0.1107163	0.6155412	0.6143415	0.3340288	0.0499904	0.1067769	1.0945616	-96.287
2200	1.1960444	0.7412517	0.5667006	0.5241027	0.4222070	0.0725947	0.0416377	0.1928097	0.1155634	0.0411760	0.1556688	0.1151952	0.1343262	0.1243836	0.1178843	0.1109941	0.0454374	0.0291456	0.0934303	0.0890500	0.0181115	0.0598445	0.0536317	0.0371511	0.0923260	0.0481844	0.1878063	0.1339140	0.0651652	0.0216122	0.3822206	0.1490856	0.3414407	0.1745390	0.0921610	0.1410964	0.1259072	0.0968523	0.0988356	0.0596620	0.0245062	1.1843567	1.1274958	0.3767703	0.0669847	1.0451757	0.7338999	0.5779693	0.3390763	0.0714747	0.4379727	0.2091847	0.1064014	0.1914461	0.1304418	0.1552266	0.0939148	0.0521959	0.1485827	0.0917651	0.0859913	0.0293459	0.1325916	0.0432795	0.6618587	0.4937134	0.3530458	0.1771598	0.4123121	0.1839138	0.1395964	0.3232466	0.2005505	0.1242112	0.0708987	0.1739258	0.1448635	0.1190325	0.0487235	0.0980155	0.0714118	0.1232602	1.1189671	0.2370890	0.1322325	0.0277724	0.9020649	0.6901921	0.0725850	0.0518990	0.7881613	0.7576552	0.0228041	0.7049034	0.0671266	0.6113212	0.6101297	0.2907981	0.0555794	0.1093297	1.0424808	-94.095
2300	1.0347215	0.6666836	0.5067752	0.4636219	0.4196751	0.0334954	0.0394064	0.1888655	0.1315462	0.0649785	0.1411995	0.0858540	0.1188251	0.1100298	0.1042806	0.0981855	0.0576664	0.0226308	0.0826486	0.0787738	0.0262609	0.0544314	0.0457499	0.0260354	0.0797981	0.0448222	0.1565651	0.0770135	0.0651488	0.0167842	0.3658290	0.1601787	0.3145351	0.1992582	0.0818116	0.1353105	0.1155397	0.0812961	0.0874446	0.0599829	0.0309787	1.0300751	0.9856132	0.3260142	0.0779726	0.8942236	0.6743143	0.5214479	0.4494524	0.1030959	0.3376101	0.1810757	0.0658301	0.1732472	0.1293878	0.1373136	0.0680574	0.0344556	0.1314364	0.0928512	0.0804236	0.0174969	0.0950483	0.0515006	0.5923703	0.4663734	0.2265959	0.1550974	0.4057954	0.1693560	0.1443967	0.2545634	0.1811881	0.1118202	0.0608547	0.1696154	0.1300134	0.1009184	0.0201009	0.0955448	0.0478813	0.0823632	0.9756409	0.1799976	0.1279742	0.0235953	0.8595289	0.2537318	0.0776834	0.0480781	0.6881045	0.6628134	0.0271880	0.6235584	0.0770103	0.5407755	0.5397214	0.2146993	0.0323935	0.1219095	0.9674292	-108.973
2400	1.2467282	0.8188802	0.6422352	0.5713035	0.5059911	0.0615126	0.0656905	0.2196142	0.1138056	0.0987514	0.1798201	0.0836528	0.1413693	0.1329290	0.1259832	0.1186196	0.0498565	0.0378300	0.1025924	0.0951680	0.0321756	0.0666778	0.0545872	0.0385819	0.1073969	0.0550696	0.2133825	0.1092854	0.0752668	0.0257216	0.4310480	0.1496159	0.3703534	0.2685693	0.0833090	0.2194340	0.1271976	0.0752755	0.1001120	0.0740989	0.0325103	1.2401079	1.1907365	0.5115333	0.0812539	1.0956773	0.8037270	0.6503596	0.5805714	0.1091447	0.5268015	0.2187607	0.0927563	0.2093030	0.1582620	0.1658910	0.0781860	0.0360683	0.1587906	0.1044611	0.0871540	0.0245789	0.1228354	0.0511321	0.6926176	0.5731432	0.2510702	0.1061267	0.4787863	0.2134175	0.1508321	0.3590285	0.1843393	0.0852328	0.0703143	0.2219200	0.1634381	0.1273841	0.0174120	0.1399632	0.0643476	0.1184631	1.1786888	0.1850789	0.1193289	0.0323664	0.9906090	0.4717945	0.1243531	0.0353589	0.8347508	0.8125752	0.0411031	0.7419163	0.1214186	0.6533203	0.6520469	0.1863573	0.0328255	0.1008308	1.1012670	-97.737
2500	1.2377229	0.7311582	0.6214421	0.5613265	0.4871707	0.0702751	0.0733534	0.2210570	0.1131103	0.1016090	0.1869376	0.0591603	0.1393830	0.1310613	0.1242131	0.1153055	0.0760404	0.0323883	0.1011509	0.0938308	0.0573469	0.0756515	0.0463712	0.0281364	0.1090016	0.0535041	0.1853635	0.1161819	0.0756723	0.0354055	0.4029709	0.1390700	0.3635487	0.2658965	0.1253953	0.1746711	0.1230143	0.0769657	0.1048959	0.0878351	0.0303125	1.2202075	1.1740064	0.4885813	0.1316414	1.1046113	0.7583060	0.6046986	0.5268648	0.0871236	0.5169841	0.2156871	0.0595848	0.2063623	0.1829808	0.1655080	0.0862719	0.0418948	0.1589716	0.0898559	0.0945463	0.0247213	0.0874721	0.0457459	0.6214602	0.5093227	0.2120459	0.0794371	0.3890535	0.2199886	0.1539346	0.2648470	0.1842435	0.0826739	0.1006020	0.2070066	0.1658757	0.0937184	0.0133741	0.1298738	0.0544427	0.0908237	1.1621279	0.1306666	0.1055299	0.0329799	1.0260377	0.4995658	0.1466241	0.0558971	0.8235373	0.7923602	0.0469685	0.7314922	0.0923474	0.6441410	0.6428855	0.1482038	0.0395599	0.1029854	0.9830081	-112.556
2600	1.1604691	0.6842488	0.5804026	0.5248663	0.4913906	0.0475205	0.0495585	0.2079896	0.1149136	0.1056441	0.1775535	0.0745056	0.1323247	0.1244244	0.1179230	0.1088648	0.0547170	0.0283667	0.0973639	0.0890793	0.0474679	0.0773390	0.0389324	0.0197497	0.0956150	0.0506275	0.2044801	0.1097344	0.0569712	0.0360902	0.4215988	0.1796899	0.3791864	0.2567839	0.0877462	0.1909452	0.1242645	0.1145762	0.1047524	0.0866663	0.0386904	1.1483712	1.1118366	0.6706031	0.1529678	1.0453950	0.7481594	0.5884213	0.5017318	0.0704010	0.4020992	0.2047648	0.0452533	0.1959122	0.1822322	0.1571268	0.0761367	0.0371006	0.1509213	0.0662052	0.1026815	0.0222598	0.1188878	0.0687483	0.5238510	0.4715777	0.1532271	0.0644086	0.3413076	0.2159283	0.1456924	0.2715325	0.1654006	0.0724400	0.0863543	0.2009627	0.1636107	0.0915433	0.0110725	0.0997435	0.0616668	0.0776483	1.1032784	0.1352666	0.0800920	0.0543341	0.9431252	0.6351285	0.1178141	0.0643314	0.7695344	0.7552695	0.0316626	0.6854512	0.1636095	0.6115220	0.6103301	0.1732122	0.0454327	0.1227071	1.3534098	-88.634
2700	1.1773067	0.7215997	0.6215042	0.5390303	0.5141855	0.0339716	0.0837203	0.2106299	0.1329731	0.1113623	0.1790775	0.0791209	0.1358957	0.1277821	0.1211053	0.1118026	0.0397194	0.0243359	0.1021091	0.0949068	0.0331900	0.0701338	0.0453914	0.0220044	0.0857122	0.0363147	0.1740371	0.1286534	0.0693754	0.0505116	0.4930524	0.1102652	0.4393150	0.1868711	0.0667318	0.2022749	0.1276179	0.1194442	0.1037042	0.0851721	0.0507904	1.1711630	1.1379117	0.3728316	0.1471544	1.0736060	0.7978363	0.6270901	0.5410633	0.0662197	0.4424550	0.2102906	0.0535305	0.2011991	0.1871500	0.1613670	0.0887353	0.0363399	0.1549941	0.0915103	0.0816433	0.0362517	0.1742633	0.1039465	0.6134584	0.5023647	0.1433365	0.0869154	0.3362701	0.2421343	0.1298792	0.2941717	0.1490689	0.0773243	0.1118493	0.2066901	0.1692713	0.0872374	0.0115262	0.1382948	0.0403955	0.1003325	1.1301349	0.1950251	0.0950461	0.0458417	0.9038047	0.6766245	0.0885753	0.0565861	0.7895391	0.7619303	0.0511876	0.7039488	0.1724648	0.6280245	0.6268005	0.1604487	0.0888733	0.1111928	0.8732305	-88.675
2800	1.0577346	0.6495898	0.5430877	0.4880235	0.4552661	0.0360234	0.0969900	0.1828070	0.1118521	0.0779554	0.1401861	0.0836554	0.1219832	0.1147003	0.1087070	0.1011399	0.0283673	0.0132532	0.0907655	0.0851906	0.0463617	0.0630691	0.0322754	0.0174885	0.0641510	0.0285653	0.1397099	0.1015369	0.0676749	0.0411740	0.4189011	0.0778912	0.3914736	0.1439327	0.0837573	0.1628079	0.1148531	0.1071156	0.1032173	0.0742106	0.0612412	1.0571993	1.0214167	0.3202003	0.0870287	0.9071782	0.6882398	0.5612045	0.4436337	0.0886693	0.4636473	0.1887618	0.0431183	0.1806011	0.1715955	0.1448469	0.0709802	0.0499515	0.1391264	0.0976183	0.0853358	0.0379485	0.1401141	0.0882338	0.4832671	0.3564813	0.1414469	0.0768117	0.3018441	0.2337624	0.0849272	0.2681665	0.1433968	0.0868959	0.0717912	0.1767095	0.1442882	0.0416925	0.0217232	0.1190086	0.0207762	0.0912952	1.0174028	0.1547994	0.0844260	0.0450908	0.8421480	0.4764917	0.0797873	0.0418000	0.7134473	0.6864724	0.1027373	0.6318812	0.1468030	0.5637298	0.5626310	0.1214368	0.0856264	0.1122876	0.9740919	-91.090
2900	1.1584413	0.6742466	0.6001434	0.5154521	0.4675089	0.0424335	0.0766294	0.2184509	0.1121955	0.0795090	0.1753922	0.1271811	0.1288391	0.1211468	0.1148167	0.1068243	0.0384248	0.0233114	0.0944351	0.0881979	0.0622643	0.0607165	0.0389368	0.0183074	0.0454312	0.0281602	0.1642506	0.1274995	0.0891699	0.0512705	0.4424448	0.1184224	0.4166563	0.2059634	0.1047799	0.1851891	0.1213082	0.1131359	0.1125400	0.0924820	0.0691658	1.1179036	1.0661583	0.2851454	0.0954527	0.9523666	0.6965612	0.6155736	0.4859533	0.1684034	0.5426706	0.1993709	0.0631334	0.1907515	0.1812397	0.1529878	0.0860555	0.0309833	0.1483939	0.1287914	0.0998131	0.0321716	0.1453689	0.0890297	0.5276007	0.4118066	0.1776552	0.1174715	0.3208616	0.2760278	0.1143792	0.2692175	0.1888798	0.0921479	0.0805467	0.1704388	0.1318795	0.0496922	0.0204702	0.1019262	0.0280755	0.1090494	1.0745845	0.1463548	0.0789671	0.0432798	0.9339257	0.3366295	0.0596561	0.0446872	0.7641671	0.7250546	0.1238482	0.6773496	0.1341570	0.5954134	0.5942529	0.1427407	0.0870810	0.1219531	1.1132270	-108.106
3000	1.0169574	0.5856180	0.5319263	0.4446414	0.3736522	0.0691635	0.0848561	0.1841799	0.1359394	0.0961001	0.1597739	0.1027467	0.1144779	0.1076431	0.1020185	0.0949170	0.0311865	0.0245391	0.0839088	0.0787867	0.0582480	0.0474302	0.0357228	0.0275613	0.0436612	0.0240447	0.1414137	0.1138526	0.0917903	0.0592747	0.3931271	0.0820951	0.3659071	0.1782696	0.0870924	0.1777632	0.1077865	0.0976425	0.1012429	0.0650420	0.0505967	0.9853487	0.9473176	0.2429902	0.1115510	0.8347598	0.6303871	0.5622459	0.4433888	0.1123569	0.4963062	0.1791894	0.0707242	0.1694892	0.1536357	0.1364750	0.0829258	0.0413850	0.1318508	0.1117323	0.0839616	0.0253371	0.1413110	0.0815054	0.4410370	0.3961161	0.1676856	0.0768157	0.2917204	0.1789933	0.0990286	0.2184278	0.1282811	0.0663404	0.0761721	0.1661856	0.1297474	0.0660163	0.0359803	0.0970219	0.0364472	0.1199715	0.9522715	0.1205808	0.0593274	0.0398259	0.7878211	0.2569547	0.0972915	0.0571050	0.6789883	0.6442355	0.1646646	0.6018479	0.1128143	0.5290449	0.5280138	0.1256782	0.0537837	0.0961494	0.9349137	-100.786
3100	0.9925878	0.6101401	0.5559587	0.4822858	0.3455900	0.0601593	0.1341872	0.1806587	0.1543775	0.0642807	0.1645031	0.1246454	0.1150314	0.1081635	0.1025118	0.0942266	0.0377833	0.0290382	0.0832898	0.0763962	0.0432084	0.0473938	0.0400403	0.0230193	0.0400080	0.0211160	0.1658311	0.1253046	0.0751608	0.0500849	0.3950280	0.0911274	0.3625551	0.1441919	0.0775237	0.1671693	0.1083076	0.0968031	0.1017324	0.0605742	0.0562063	0.9867572	0.9518981	0.1405785	0.0907569	0.8247916	0.6978164	0.5638502	0.3555619	0.1046414	0.5271278	0.1800558	0.0723237	0.1703087	0.1508818	0.1366842	0.0698827	0.0343533	0.1322487	0.1212470	0.0949389	0.0277725	0.1168017	0.0830081	0.4633093	0.4211103	0.1770799	0.0936709	0.3080112	0.1682318	0.0414229	0.2208486	0.1274313	0.0861721	0.0679967	0.1430855	0.1231922	0.0850697	0.0312401	0.0846332	0.0279497	0.1379682	0.9684487	0.1113834	0.0819713	0.0403331	0.8034295	0.2721377	0.1094344	0.0610379	0.6822714	0.6473505	0.1265110	0.6047580	0.0858360	0.5316030	0.5305668	0.1317391	0.0360884	0.1287310	1.2239264	-93.150
3200	1.1108387	0.7987753	0.6085910	0.5578182	0.3347562	0.0580357	0.1329927	0.2035582	0.1582078	0.0913634	0.1865236	0.0951963	0.1287876	0.1210984	0.1134685	0.1036588	0.0336666	0.0218165	0.0932501	0.0855321	0.0477034	0.0569698	0.0496700	0.0260289	0.0369481	0.0285493	0.1803514	0.1533123	0.0702225	0.0426432	0.4585724	0.1121298	0.3872677	0.1490877	0.0904483	0.2024587	0.1201609	0.1068119	0.1129980	0.0495076	0.0954599	1.1038303	1.0657320	0.1853441	0.0680358	0.9779442	0.7551151	0.6312789	0.3739726	0.1156625	0.5828220	0.2015880	0.1042533	0.1934604	0.1561210	0.1507886	0.0516277	0.0374549	0.1474627	0.1031263	0.1056093	0.0408252	0.1144368	0.0769112	0.5078303	0.4749106	0.1834535	0.0903547	0.3690836	0.1822398	0.0696608	0.3105948	0.1934819	0.1313260	0.0815686	0.1696746	0.1430325	0.0899358	0.0460144	0.0683111	0.0469232	0.1443879	1.0804468	0.1392668	0.1048729	0.0732547	0.9433371	0.2942332	0.1054428	0.0436644	0.7638616	0.7247647	0.1842579	0.6799033	0.0682308	0.5951754	0.5940153	0.1380772	0.0426886	0.1114198	0.9775946	-97.471
3300	1.0080873	0.6474472	0.5588921	0.4957632	0.2885667	0.0437079	0.0600403	0.1847279	0.1211670	0.0668738	0.1667299	0.0730016	0.1166776	0.1097115	0.1045162	0.0939117	0.0289710	0.0178375	0.0824001	0.0612540	0.0323733	0.0488702	0.0444325	0.0243357	0.0363063	0.0300823	0.1571451	0.1284445	0.0798516	0.0259676	0.3999721	0.0598752	0.2647654	0.1539605	0.0753984	0.1441521	0.1094176	0.0969252	0.1011462	0.0252427	0.0490736	0.9994584	0.9833209	0.1637160	0.0909928	0.8592156	0.6844331	0.5857717	0.3863130	0.0670670	0.5409305	0.1826327	0.0999924	0.1752693	0.1453244	0.1381441	0.0569402	0.0429139	0.1346855	0.1191823	0.0851944	0.0319733	0.1398476	0.0971164	0.4600790	0.4177381	0.1351561	0.0511413	0.3268976	0.1732611	0.0932401	0.2736509	0.1576830	0.1048853	0.0441232	0.1801406	0.1568367	0.0810674	0.0383881	0.0904047	0.0378823	0.1327364	0.9614399	0.1707450	0.1197744	0.0429554	0.8390808	0.3121444	0.1019084	0.0279191	0.6920356	0.6566150	0.1440296	0.6159719	0.0415852	0.5392109	0.5381600	0.0877900	0.0452192	0.1132002	0.9719107	-90.927
3400	1.0155616	0.6677108	0.5805688	0.5180687	0.3816055	0.0668053	0.0678351	0.1857279	0.1003785	0.0829506	0.1662289	0.0518584	0.1185048	0.1114296	0.1061529	0.0965975	0.0243196	0.0146752	0.0773067	0.0602285	0.0232907	0.0487408	0.0379309	0.0176675	0.0399602	0.0344078	0.1532691	0.1255871	0.0760994	0.0210019	0.4189691	0.0741804	0.3365449	0.1793354	0.0512031	0.1418093	0.1137698	0.0852895	0.0927496	0.0224412	0.0530474	1.0088342	0.9953718	0.1298235	0.0589009	0.7906214	0.6734525	0.5949447	0.3076953	0.0339094	0.5494014	0.1854927	0.0685962	0.1780140	0.1293542	0.1405612	0.0730800	0.0355828	0.1352456	0.0889913	0.0810839	0.0435014	0.1414633	0.0844252	0.4901636	0.4028040	0.1791642	0.0985695	0.3111855	0.1607292	0.1067745	0.2398302	0.1426583	0.1210522	0.0477143	0.1829616	0.1623795	0.0967794	0.0494399	0.1305981	0.0271122	0.1410243	0.9729194	0.1991425	0.1047164	0.0479488	0.8452218	0.2681659	0.1343400	0.0326984	0.7028727	0.6668974	0.1452021	0.6256179	0.0759303	0.5476549	0.5465874	0.0799088	0.0540318	0.1073097	0.8498848	-91.107
3500	1.0092702	0.6751538	0.5829173	0.5082673	0.3632598	0.0521191	0.0827856	0.1846324	0.1067697	0.0590481	0.1663250	0.0726192	0.1207647	0.1093214	0.1041446	0.0899809	0.0333746	0.0197681	0.0692926	0.0575635	0.0280851	0.0450054	0.0360636	0.0168665	0.0415031	0.0333696	0.1661692	0.1205304	0.0618457	0.0353277	0.4406345	0.0757429	0.3338173	0.1173163	0.0484326	0.1616638	0.1240326	0.0503179	0.0869227	0.0248288	0.0369642	0.9973357	0.9756892	0.1790069	0.0689080	0.7130335	0.6392986	0.5727936	0.3582550	0.0367484	0.5390072	0.1819833	0.0552640	0.1746461	0.1084165	0.1362920	0.0749952	0.0370567	0.1330807	0.0934386	0.0729390	0.0409827	0.1754379	0.0669874	0.4295325	0.3758769	0.1450960	0.0731729	0.3323644	0.1689873	0.1098860	0.2311157	0.1295087	0.1122527	0.0446995	0.1770808	0.1608545	0.0854125	0.0517406	0.0834072	0.0290755	0.1613040	0.9545127	0.1274309	0.0872193	0.0349108	0.8230834	0.2346398	0.1332569	0.0272957	0.6895750	0.6542804	0.1700382	0.6137818	0.1751738	0.5372937	0.5362465	0.1140371	0.0729153	0.0993669	0.9475632	-88.907
3600	1.1669054	0.9154909	0.7586631	0.5245487	0.4322129	0.0764506	0.1274345	0.2019014	0.1742379	0.0807586	0.1824802	0.1013033	0.1314107	0.1208211	0.1150997	0.1009755	0.0559805	0.0401564	0.0772853	0.0585152	0.0311314	0.0469993	0.0366596	0.0212850	0.0630948	0.0330649	0.1738145	0.1269478	0.0625608	0.0454313	0.5274240	0.1414518	0.2626074	0.1270025	0.0932643	0.1822841	0.1565096	0.0780670	0.0826170	0.0265212	0.0633127	1.1063037	1.0725975	0.3131513	0.0790517	0.7886421	0.7071420	0.6330467	0.3197608	0.0459242	0.5957062	0.2011264	0.1114682	0.1930174	0.1558162	0.1519799	0.0894323	0.0529074	0.1472705	0.0709267	0.0709147	0.0444346	0.1525561	0.0966478	0.4655970	0.3990787	0.1874914	0.1015408	0.3607357	0.2189652	0.1213099	0.2762250	0.1532728	0.1197068	0.0630249	0.2000752	0.1816284	0.0901046	0.0608286	0.0905203	0.0264929	0.1088780	1.0549193	0.1470321	0.1179500	0.0321684	0.9036637	0.1920160	0.1158884	0.0230552	0.7621125	0.7231051	0.1790446	0.6783464	0.1618316	0.5938125	0.5926551	0.1395383	0.0786201	0.0969277	0.8825528	-109.405
3700	1.1107856	0.8738306	0.6336132	0.4397407	0.3318192	0.1158024	0.1171456	0.1921914	0.1366192	0.0676741	0.1763610	0.1041670	0.1289919	0.1150105	0.1095642	0.0952418	0.0508726	0.0290598	0.0763400	0.0644098	0.0250003	0.0502718	0.0299731	0.0204823	0.0825641	0.0334901	0.1581910	0.1115550	0.0633609	0.0392319	0.5033089	0.1031836	0.2618508	0.1090390	0.0393423	0.1952661	0.1573287	0.0630921	0.0844350	0.0452521	0.0781405	1.0539735	1.0061012	0.3621135	0.0784302	0.7354483	0.6731335	0.6149222	0.2424097	0.0365468	0.5605873	0.1914537	0.1387738	0.1799288	0.1452978	0.1454192	0.0982919	0.0465780	0.1379783	0.1044450	0.0811122	0.0473580	0.1456110	0.0964876	0.4168335	0.3798859	0.1585051	0.0580061	0.3530753	0.1872875	0.1171468	0.3181505	0.1586540	0.1041722	0.0693342	0.1894948	0.1602512	0.1017689	0.0866926	0.1081626	0.0266634	0.1883211	1.0041853	0.1875771	0.1295027	0.0346067	0.8866828	0.1861779	0.1084393	0.0240079	0.7254603	0.6883289	0.1491934	0.6457228	0.1871514	0.5652544	0.5641526	0.1725539	0.0680266	0.0988781	0.9252260	-98.445
3800	1.1174302	0.8514758	0.7442308	0.4192035	0.3781802	0.1279376	0.0898820	0.1968920	0.1237181	0.0518605	0.1625247	0.1110368	0.1300718	0.1156985	0.1102196	0.0993341	0.0484668	0.0284804	0.0782419	0.0650132	0.0397255	0.0557819	0.0384771	0.0290948	0.0937052	0.0530568	0.1369194	0.1172428	0.0730538	0.0256554	0.5083937	0.1343735	0.3389037	0.1909812	0.0641123	0.1888272	0.1587540	0.0802075	0.1028385	0.0733265	0.1111389	1.0602782	1.0121195	0.5441285	0.1420373	0.7236332	0.6771601	0.6275658	0.3094697	0.0445203	0.4762530	0.1925989	0.1099696	0.1810051	0.1431655	0.1462891	0.1048559	0.0548659	0.1388036	0.0958459	0.0645915	0.0261437	0.1666399	0.1211638	0.4193269	0.3911929	0.1597879	0.0496596	0.3491468	0.1460257	0.1255760	0.2876960	0.1543135	0.0831292	0.0662785	0.1954713	0.1489015	0.1123098	0.0850841	0.1059917	0.0308100	0.1733963	1.0101922	0.1414181	0.1030867	0.0606526	0.8719063	0.1591389	0.0893323	0.0277182	0.7297999	0.6924464	0.1182700	0.6495854	0.3202543	0.5686356	0.5675273	0.2364038	0.0516775	0.1022130	0.9680876	-94.380
3900	0.9974136	0.7637005	0.6888253	0.3782908	0.3497598	0.1338891	0.1166843	0.1883671	0.1196742	0.0506836	0.1428381	0.1076346	0.1269911	0.1088617	0.0998683	0.0869119	0.0426376	0.0323187	0.0727984	0.0584127	0.0288964	0.0501046	0.0301471	0.0192645	0.0757506	0.0524569	0.1550080	0.1297677	0.0717944	0.0346117	0.4564841	0.1664342	0.3290402	0.1649762	0.0691327	0.2152319	0.1483580	0.0773987	0.1091587	0.0755109	0.1713266	0.9748972	0.9360585	0.5470958	0.1185152	0.6766487	0.6122962	0.5724457	0.3533680	0.0305953	0.4729070	0.1793877	0.1456057	0.1632374	0.1115469	0.1372253	0.0485207	0.0326329	0.1283725	0.0840130	0.0714853	0.0226696	0.1756398	0.1032704	0.3972897	0.3617947	0.1331797	0.0442320	0.3238891	0.1433644	0.1265446	0.2458429	0.1495530	0.0627302	0.0944260	0.1905104	0.1565461	0.1056352	0.0873913	0.1189118	0.0221914	0.2409969	0.9342760	0.1498034	0.1069657	0.0612438	0.8559396	0.1600666	0.0989732	0.0474449	0.6749553	0.6404089	0.1041541	0.5923224	0.3357567	0.5259025	0.5248775	0.1779093	0.0728818	0.0918984	0.8382081	-103.134
4000	1.0647180	0.7591850	0.6747873	0.4003465	0.3619513	0.1627114	0.1226932	0.1800344	0.1136339	0.0548915	0.1518713	0.0592795	0.1247800	0.1109474	0.1024004	0.0876951	0.0466549	0.0280093	0.0836724	0.0613260	0.0299717	0.0475136	0.0359557	0.0183870	0.0790475	0.0621697	0.1575657	0.0986979	0.0562049	0.0275466	0.5137351	0.1272454	0.3205581	0.1620945	0.0666848	0.2203478	0.1442585	0.0665767	0.1053014	0.0844128	0.1647521	1.0165128	0.9749404	0.5375873	0.0654200	0.6975324	0.6377296	0.5856259	0.3321005	0.0338963	0.3751321	0.1868391	0.1575095	0.1725607	0.0723368	0.1411040	0.0502626	0.0237803	0.1295327	0.0764225	0.0746007	0.0213456	0.1711482	0.0955288	0.4137923	0.3724893	0.1636904	0.0231465	0.3376960	0.1400346	0.1214726	0.2609285	0.1736992	0.1396552	0.0660776	0.2297418	0.1491659	0.1176952	0.0859296	0.0920038	0.0136327	0.2752321	0.9730838	0.1572597	0.1232286	0.0522864	0.8787641	0.1654330	0.1050973	0.0701641	0.7029915	0.6670101	0.1148310	0.6169263	0.2379088	0.5477474	0.5466798	0.1540298	0.0658251	0.0946186	0.9112332	-89.178
4100	1.1254628	0.8038827	0.6472986	0.4911020	0.4346292	0.1085037	0.1172164	0.1890654	0.1308312	0.0635221	0.1513865	0.0739762	0.1281888	0.1171646	0.1067287	0.0934561	0.0472810	0.0249239	0.0871819	0.0541068	0.0333895	0.0440819	0.0356476	0.0171805	0.0901660	0.0656823	0.1458918	0.0895746	0.0552567	0.0254322	0.5894406	0.1423586	0.3246559	0.1257565	0.0684740	0.2484451	0.1716795	0.1121112	0.1292691	0.1036015	0.1871508	1.0832907	1.0389872	0.7477639	0.0862995	0.7682761	0.6796240	0.6142634	0.4175850	0.0453207	0.4069261	0.2018180	0.1551372	0.1802635	0.0549056	0.1389382	0.0664830	0.0408156	0.1105650	0.0586676	0.0778936	0.0305299	0.1657831	0.0868284	0.4707708	0.3969592	0.1548332	0.0267259	0.3736663	0.1684298	0.1254153	0.2910714	0.1669655	0.1309703	0.1018730	0.1880466	0.1498160	0.1048806	0.0714645	0.0662015	0.0153161	0.3380400	1.0370087	0.1840647	0.1038620	0.0614118	0.9364928	0.1762166	0.1269929	0.0660404	0.7491731	0.7108281	0.1578994	0.6574540	0.3225443	0.5837306	0.5825929	0.1170578	0.0901122	0.0932666	0.9168963	-99.767
